City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,eureka,40.8021,-124.1637,8.85,76,88,1.79,US,1680549219
359,khartoum,15.5518,32.5324,31.29,7,33,4.3,SD,1680549155
360,moree,-29.4667,149.85,17.2,74,1,3.67,AU,1680549241
361,korla,41.7597,86.1469,0.48,26,3,4.7,CN,1680549243
362,dalnegorsk,44.5604,135.5701,10.87,56,100,3.18,RU,1680549245
363,gambela,8.25,34.5833,30.13,21,61,1.35,ET,1680549248
364,cayenne,4.9333,-52.3333,29.02,61,20,6.17,GF,1680549005
365,kyren,51.6828,102.1408,-10.14,68,66,1.26,RU,1680549252
366,ahar,38.4774,47.0699,8.59,68,100,1.77,IR,1680549254
367,olafsvik,64.8945,-23.7142,5.57,89,100,10.95,IS,1680549257
368,tukrah,32.5341,20.5791,15.06,73,8,12.05,LY,1680549259
369,kulhudhuffushi,6.6221,73.07,28.22,67,61,3.25,MV,1680549261
370,los llanos de aridane,28.6585,-17.9182,18.96,84,20,8.75,ES,1680549263
371,cervo,43.6702,-7.4101,12.76,83,100,6.49,ES,1680549266
372,yulara,-25.2406,130.9889,22.54,40,99,3.61,AU,1680549268
373,karpathos,35.507,27.2132,16.98,88,41,12.35,GR,1680549270
374,hualmay,-11.0964,-77.6139,27.17,70,93,4.35,PE,1680549273
375,mahina,-17.5065,-149.489,29.87,70,20,2.57,PF,1680549275
376,bhandara,21.1667,79.65,28.49,26,5,1.62,IN,1680549277
377,ridgecrest,35.6225,-117.6709,11.92,25,20,12.86,US,1680549195
378,colquechaca,-18.6667,-66.0167,8.94,47,100,4.43,BO,1680549281
379,ferme-neuve,46.7001,-75.4493,1.19,97,100,4.86,CA,1680549284
380,yamada,39.4667,141.95,5.15,63,0,1.85,JP,1680549288
381,conceicao da barra,-18.5933,-39.7322,27.16,64,100,4.92,BR,1680549290
382,tanete,-3.9443,119.7848,23.4,93,100,0.69,ID,1680549293
383,gigmoto,13.7796,124.39,25.33,83,98,5.17,PH,1680549295
384,keffi,8.8486,7.8736,32.75,26,83,2.24,NG,1680549297
385,manali,13.1667,80.2667,30.05,86,100,6.02,IN,1680549299
386,batagay,67.6333,134.6333,-20.23,98,90,1.84,RU,1680549301
387,te anau,-45.4167,167.7167,8.46,93,18,0.13,NZ,1680549304
388,vanimo,-2.6741,141.3028,24.94,89,100,1.64,PG,1680549306
389,ust-kulom,61.6864,53.6902,-3.98,89,100,3.5,RU,1680549308
390,gannan,47.9147,123.5031,-0.5,23,45,5.19,CN,1680549310
391,englewood,39.6478,-104.9878,17.5,37,40,4.12,US,1680549293
392,pimentel,-6.8367,-79.9342,31.16,66,40,4.63,PE,1680549317
393,shirokiy,49.758,129.523,-0.05,41,69,7.79,RU,1680549319
394,severomuysk,56.1481,113.4267,-22.92,97,69,1.93,RU,1680549321
395,birjand,32.8663,59.2211,9.26,21,0,2.06,IR,1680549324
396,wagar,16.1525,36.2032,30.5,11,47,4.32,SD,1680549326
397,muros,42.7762,-9.0603,15.05,78,100,3.38,ES,1680549328
398,amparafaravola,-17.5833,48.2167,19.56,97,100,1.3,MG,1680549330
399,narsaq,60.9167,-46.05,9.12,86,100,3.51,GL,1680549335
400,lastoursville,-0.8143,12.7287,23.85,93,98,0.61,GA,1680549337
401,taltal,-25.4,-70.4833,22.18,81,51,1.39,CL,1680549020
402,bandarbeyla,9.4942,50.8122,27.63,73,5,5.42,SO,1680549342
403,cortez,37.3489,-108.5859,15.57,25,20,10.8,US,1680549344
404,flin flon,54.7682,-101.865,-10.09,44,20,2.57,CA,1680549346
405,jacareacanga,-6.2222,-57.7528,26.31,75,100,0.98,BR,1680549348
406,belmonte,-15.8631,-38.8828,27.09,71,40,5.09,BR,1680549352
407,dhilwan,31.5169,75.35,16.73,77,77,2.13,IN,1680549354
408,mgandu,-5.95,34.1333,16.58,91,100,1.3,TZ,1680549359
409,cascais,38.6979,-9.4215,16.92,66,20,5.36,PT,1680549362
410,vardo,70.3705,31.1107,-2.01,74,99,11.83,NO,1680549364
411,coihaique,-45.5752,-72.0662,15.34,55,75,2.06,CL,1680549366
412,sao miguel do araguaia,-13.275,-50.1628,24.01,82,100,0.55,BR,1680549369
413,chake chake,-5.2459,39.7666,26.8,81,98,3.36,TZ,1680549371
414,ilheus,-14.7889,-39.0494,29.9,74,20,5.14,BR,1680549373
415,wageningen,51.9667,5.6667,6.59,63,15,3.22,NL,1680549376
416,meulaboh,4.1363,96.1285,24.65,87,83,1.46,ID,1680549378
417,adrar,20.5022,-10.0711,26.97,6,0,1.17,MR,1680549381
418,bambanglipuro,-7.95,110.2833,23.59,90,100,2.94,ID,1680549383
419,saint anthony,45.0205,-93.218,6.58,60,0,4.12,US,1680549385
420,victoria point,-27.5833,153.3,20.51,93,95,0.89,AU,1680549388
421,yook,13.2261,121.964,24.67,89,88,2.54,PH,1680549392
422,abu samrah,35.3029,37.1841,17.57,46,88,4.24,SY,1680549394
423,rawson,-43.3002,-65.1023,21.24,30,0,1.76,AR,1680549325
424,monteagudo,-19.8167,-63.9833,29.14,41,100,4.08,BO,1680549399
425,oriximina,-1.7656,-55.8661,28.32,76,26,1.59,BR,1680549157
426,daugai,54.3667,24.3333,-1.19,69,14,4.49,LT,1680549403
427,methoni,36.8197,21.7049,14.01,83,100,7.75,GR,1680549405
428,vila franca do campo,37.7167,-25.4333,16.23,65,32,2.7,PT,1680549408
429,tuatapere,-46.1333,167.6833,9.72,91,60,1.86,NZ,1680549410
430,jinzhou,41.1078,121.1417,9.91,21,100,6.02,CN,1680549412
431,rudnichnyy,59.617,52.4703,3.39,96,100,3.75,RU,1680549415
432,jawhar,2.7809,45.5005,28.41,64,96,6.09,SO,1680549417
433,san ignacio,17.1561,-89.0714,35.08,34,0,5.14,BZ,1680549419
434,salalah,17.0151,54.0924,29.05,74,20,1.54,OM,1680549383
435,lompoc,34.6391,-120.4579,14.88,56,20,11.83,US,1680549199
436,misratah,32.3754,15.0925,16.62,60,5,11.08,LY,1680549426
437,kysyl-syr,63.8986,122.7617,-11.16,98,100,0.66,RU,1680549428
438,harrisburg,40.2737,-76.8844,19.61,47,0,5.66,US,1680549202
439,shagonar,51.5333,92.8,-9.8,65,12,0.27,RU,1680549433
440,abnub,27.2696,31.1511,22.92,10,0,1.92,EG,1680549435
441,raglan,-37.8,174.8833,6.84,88,3,2.63,NZ,1680549438
442,mamakan,57.8161,114.0028,-4.69,83,100,6.28,RU,1680549440
443,lagunillas,10.1301,-71.2595,30.82,57,0,4.11,VE,1680549443
444,pemangkat,1.1667,108.9667,25.02,86,100,0.96,ID,1680549445
445,turka,49.1541,23.0297,-2.89,96,100,4.46,UA,1680549447
446,aykhal,66.0,111.5,-10.57,93,100,6.29,RU,1680549450
447,dordrecht,51.81,4.6736,7.76,58,2,3.58,NL,1680549453
448,ondjiva,-17.0667,15.7333,24.06,49,73,2.4,AO,1680549455
449,comodoro rivadavia,-45.8667,-67.5,20.92,28,0,9.26,AR,1680549457
450,okato,-39.2,173.8833,10.94,94,2,1.79,NZ,1680549459
451,darab,28.7519,54.5444,15.86,22,0,0.82,IR,1680549462
452,paducah,37.0834,-88.6001,24.12,44,0,5.14,US,1680549400
453,avera,33.194,-82.5271,18.08,67,100,2.16,US,1680549468
454,yatou,37.15,122.3833,10.08,75,100,3.84,CN,1680549470
455,sidi ali,36.0998,0.4206,11.96,65,11,1.91,DZ,1680549472
456,hasaki,35.7333,140.8333,6.79,54,0,5.39,JP,1680549476
457,szekesfehervar,47.1899,18.4103,6.5,85,94,3.38,HU,1680549478
458,dingle,10.9995,122.6711,24.02,88,100,2.81,PH,1680549480
459,shiloh,38.5614,-89.8973,25.46,60,40,7.2,US,1680549482
460,wolkersdorf,48.3833,16.5167,4.69,50,7,5.36,AT,1680549484
461,bengkulu,-3.8004,102.2655,23.77,91,100,2.26,ID,1680549487
462,gravdal,68.1214,13.5031,4.94,70,75,6.17,NO,1680549490
463,nioro,13.35,-15.75,32.44,24,6,6.4,GM,1680549494
464,beian,63.6559,9.5683,5.56,81,75,3.09,NO,1680549496
465,chapais,49.7834,-74.8492,-3.12,98,100,3.59,CA,1680549499
466,barra do bugres,-15.0725,-57.1811,29.17,67,8,1.43,BR,1680549245
467,lincoln,40.8,-96.667,15.04,28,100,8.75,US,1680549305
468,gore,-46.1028,168.9436,10.01,83,96,1.08,NZ,1680549510
469,daru,-9.0763,143.2092,24.77,90,100,1.65,PG,1680549514
470,ostrovnoy,68.0531,39.5131,-7.67,85,20,7.34,RU,1680549416
471,wadi maliz,36.4681,8.5495,13.81,83,100,7.25,TN,1680549518
472,bahia blanca,-38.7196,-62.2724,22.12,60,0,3.13,AR,1680549520
473,havre-saint-pierre,50.2334,-63.5986,-2.8,68,0,9.77,CA,1680549523
474,shubarshi,48.5872,57.1869,9.12,32,95,4.5,KZ,1680549525
475,ketchikan,55.3422,-131.6461,5.26,65,100,4.12,US,1680549527
476,dalvik,65.9702,-18.5286,7.96,99,100,4.09,IS,1680549529
477,petropavlovsk-kamchatskiy,53.0452,158.6483,-0.67,64,0,6.0,RU,1680549532
478,luderitz,-26.6481,15.1594,17.61,71,0,8.76,NA,1680549534
479,wanaka,-44.7,169.15,6.73,90,12,0.89,NZ,1680549536
480,vestmannaeyjar,63.4427,-20.2734,8.25,94,100,15.53,IS,1680549538
481,batsfjord,70.6345,29.7185,-0.04,80,75,13.89,NO,1680549540
482,placerville,38.7296,-120.7986,9.26,54,40,3.6,US,1680549534
483,pemba,-12.974,40.5178,26.21,82,15,3.83,MZ,1680549545
484,mantua,45.1667,10.7833,11.53,57,100,3.58,IT,1680549547
485,emerald,-23.5333,148.1667,19.08,89,9,3.17,AU,1680549256
486,isangel,-19.55,169.2667,26.07,87,35,2.87,VU,1680549552
487,nayoro,44.3506,142.4578,0.73,89,100,1.47,JP,1680549554
488,krasnaya gora,52.9995,31.6023,1.54,94,100,4.19,RU,1680549556
489,caravelas,-17.7125,-39.2481,25.15,83,100,4.43,BR,1680549558
490,bridlington,54.0831,-0.1919,7.16,80,18,6.12,GB,1680549561
491,centralia,46.7162,-122.9543,8.52,77,100,0.45,US,1680549281
492,rurrenabaque,-14.4413,-67.5278,32.94,58,40,3.09,BO,1680549565
493,margate,51.3813,1.3862,7.17,56,0,1.79,GB,1680549567
494,urumqi,43.801,87.6005,-3.47,40,0,1.0,CN,1680549570
495,oistins,13.0667,-59.5333,29.05,65,75,8.75,BB,1680549373
496,vredendal,-31.6683,18.5012,17.96,74,14,5.54,ZA,1680549574
497,aktau,43.65,51.2,5.32,72,65,1.11,KZ,1680549576
498,praia da vitoria,38.7333,-27.0667,17.14,72,40,2.85,PT,1680549579
499,san policarpo,12.1791,125.5072,25.63,83,100,4.39,PH,1680549581
500,sarankhola,22.3082,89.7897,23.54,85,0,2.27,BD,1680549583
501,lixourion,38.2019,20.4314,12.5,82,100,6.25,GR,1680549586
502,khandyga,62.6667,135.6,-13.87,92,100,1.26,RU,1680549588
503,naantali,60.4674,22.0243,-1.05,68,0,1.03,FI,1680549590
504,hoa binh,20.8133,105.3383,23.37,96,25,1.16,VN,1680549592
505,lyantonde,-0.4031,31.1572,17.31,96,100,2.02,UG,1680549595
506,buchanan,5.8808,-10.0467,26.97,81,16,2.86,LR,1680549597
507,nichinan,31.6,131.3667,13.82,72,100,4.53,JP,1680549600
508,catole do rocha,-6.3439,-37.7467,28.77,63,100,2.33,BR,1680549602
509,ipixuna,-1.7625,-48.8043,25.57,91,100,1.14,BR,1680549604
510,tazovskiy,67.4667,78.7,-28.43,100,36,3.45,RU,1680549607
511,xifeng,42.7372,124.7222,8.69,31,100,3.58,CN,1680549609
512,itarema,-2.9248,-39.9167,27.67,74,79,2.52,BR,1680549615
513,urengoy,65.9667,78.3667,-25.83,99,6,3.26,RU,1680549617
514,cheran,19.6833,-101.95,19.78,18,25,1.14,MX,1680549619
515,gayny,60.3071,54.3241,0.88,95,100,3.24,RU,1680549622
516,balkanabat,39.5108,54.3671,10.23,70,33,2.36,TM,1680549625
517,khorramabad,33.4878,48.3558,7.79,76,0,3.09,IR,1680549627
518,susanville,40.4163,-120.653,0.91,45,40,8.23,US,1680549629
519,touros,-5.1989,-35.4608,28.3,67,95,3.86,BR,1680549395
520,imbituba,-28.24,-48.6703,24.48,64,0,6.04,BR,1680549634
521,santiago de cao,-7.9589,-79.2392,30.07,66,0,5.14,PE,1680549636
522,papetoai,-17.4961,-149.8729,29.77,73,75,1.53,PF,1680549638
523,hobyo,5.3505,48.5268,28.66,72,4,6.73,SO,1680549640
524,salinas,36.6777,-121.6555,14.12,51,0,10.29,US,1680549465
525,ust-nera,64.5667,143.2,-22.45,98,64,1.71,RU,1680549645
526,olovyannaya,50.95,115.5667,-7.14,42,6,6.38,RU,1680549647
527,lorengau,-2.0226,147.2712,26.53,79,100,0.83,PG,1680549650
528,okakarara,-20.5833,17.4333,21.07,57,74,1.01,NA,1680549652
529,bodden town,19.2833,-81.25,29.0,65,20,4.63,KY,1680549654
530,west wendover,40.7391,-114.0733,0.56,69,100,8.23,US,1680549656
531,irati,-25.4672,-50.6511,26.74,42,17,0.7,BR,1680549658
532,arlit,18.7369,7.3853,28.49,5,100,3.18,NE,1680549661
533,muriwai beach,-36.8167,174.45,15.98,93,12,4.83,NZ,1680549663
534,nanortalik,60.1432,-45.2371,2.7,86,100,1.69,GL,1680549665
535,lata,40.1629,-8.3327,14.49,70,100,2.38,PT,1680549390
536,mormugao,15.4,73.8,24.59,69,6,3.09,IN,1680549670
537,adiake,5.2863,-3.304,27.15,81,8,3.42,CI,1680549672
538,cap estate,14.0833,-60.95,28.81,61,40,5.66,LC,1680549674
539,xiaoweizhai,26.1903,107.5125,19.36,76,0,3.01,CN,1680549676
540,tromso,69.6496,18.957,2.01,87,75,6.69,NO,1680549679
541,murree,33.9073,73.393,6.25,89,100,2.63,PK,1680549681
542,pekan,3.4836,103.3996,25.06,84,100,1.0,MY,1680549683
543,kokoda,-8.8785,147.7407,23.06,91,100,0.36,PG,1680549685
544,ichhawar,23.0167,77.0167,25.82,32,0,3.85,IN,1680549692
545,paysandu,-32.3214,-58.0756,21.45,49,80,2.78,UY,1680549695
546,soledar,48.6794,38.089,8.52,88,95,4.91,UA,1680549697
547,minna,9.6139,6.5569,32.21,11,56,1.46,NG,1680549699
548,gizo,-8.103,156.8419,27.64,76,29,2.1,SB,1680549701
549,havelock,34.8791,-76.9013,22.99,65,0,6.69,US,1680549704
550,zhigansk,66.7697,123.3711,-11.03,96,99,5.26,RU,1680549706
551,yerbogachen,61.2767,108.0108,-5.54,94,100,5.6,RU,1680549710
552,tokoroa,-38.2333,175.8667,6.64,88,1,0.89,NZ,1680549712
553,la ronge,55.1001,-105.2842,-8.86,38,40,3.6,CA,1680549715
554,kirakira,-10.4544,161.9205,26.69,84,98,3.05,SB,1680549717
555,kamiichi,36.7,137.3667,9.02,70,0,1.43,JP,1680549721
556,iwanai,42.9744,140.5089,3.36,68,86,1.28,JP,1680549724
557,iquique,-20.2208,-70.1431,27.02,76,84,3.21,CL,1680549727
558,bonavista,48.6499,-53.1147,1.51,73,57,8.71,CA,1680549730
559,benjamin constant,-4.3831,-70.0311,31.07,65,40,2.57,BR,1680549732
560,walvis bay,-22.9575,14.5053,18.53,72,0,1.54,NA,1680549734
561,benghazi,32.1167,20.0667,16.37,69,3,11.21,LY,1680549737
562,the valley,18.217,-63.0578,28.92,61,20,6.69,AI,1680549739
563,atar,20.5169,-13.0499,33.32,6,21,5.2,MR,1680549741
564,tura,25.5198,90.2201,20.74,70,91,2.43,IN,1680549744
565,obihiro,42.9172,143.2044,1.99,76,20,0.79,JP,1680549746
566,sovetskiy,61.3614,63.5842,-1.49,96,100,4.83,RU,1680549748
567,yarim,14.298,44.3779,14.17,70,82,0.72,YE,1680549751
568,pacific grove,36.6177,-121.9166,14.1,59,0,10.29,US,1680549753
569,acajutla,13.5928,-89.8275,30.44,55,68,4.89,SV,1680549755
570,leshukonskoye,64.8989,45.7622,-11.18,95,20,2.05,RU,1680549758
571,dicabisagan,17.0818,122.4157,23.61,86,98,2.29,PH,1680549760
572,kalmunai,7.4167,81.8167,26.08,81,0,2.84,LK,1680549762
573,vyazemskiy,47.5378,134.7525,8.47,64,100,6.07,RU,1680549764
574,ginir,7.1333,40.7,14.95,89,32,1.17,ET,1680549767
575,camacha,33.0833,-16.3333,16.68,77,40,11.83,PT,1680549769
576,waddan,29.1614,16.139,17.96,17,0,4.38,LY,1680549771
577,skibbereen,51.55,-9.2667,9.5,89,100,5.98,IE,1680549773
578,monrovia,6.3005,-10.7969,27.14,81,10,2.34,LR,1680549776
